brand,year,km_driven,fuel,seller_type,transmission,owner,mileage(kmpl),engine(cc),max_power(bhp),seats,selling_price
Tata,2014,291977,Diesel,Individual,Manual,First Owner,14.0,2179.0,138.1,7.0,500000
Honda,2005,85000,Petrol,Individual,Manual,Third Owner,11.1,2354.0,158.8,5.0,476999
Hyundai,2015,70000,Petrol,Individual,Manual,Third Owner,17.19,1197.0,81.86,5.0,590000
Ford,2010,120000,Diesel,Individual,Manual,First Owner,13.1,2499.0,141.0,7.0,500000
Ford,2015,40000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,600000
Mahindra,2016,70000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0,750000
BMW,2017,39000,Diesel,Dealer,Automatic,First Owner,19.59,1995.0,187.74,5.0,2950000
BMW,2019,10000,Diesel,Dealer,Automatic,First Owner,18.12,1995.0,190.0,5.0,5200000
Volkswagen,2019,36800,Diesel,Dealer,Manual,First Owner,20.14,1498.0,88.0,5.0,695000
Maruti,2018,52200,Diesel,Dealer,Manual,First Owner,26.59,1248.0,74.0,5.0,690000
Hyundai,2016,78000,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,409999
Tata,2020,16000,Diesel,Dealer,Manual,First Owner,17.0,1956.0,167.67,5.0,1650000
Audi,2016,30000,Diesel,Dealer,Automatic,First Owner,15.73,1968.0,174.33,5.0,2375000
Hyundai,2017,29000,Diesel,Dealer,Manual,Second Owner,24.0,1186.0,73.97,5.0,525000
Jeep,2019,25000,Diesel,Dealer,Manual,First Owner,16.3,1956.0,170.63,5.0,2150000
Mahindra,2013,60000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,540000
Toyota,2017,60000,Diesel,Dealer,Automatic,Second Owner,12.55,2982.0,168.5,7.0,2750000
Mahindra,2016,112000,Diesel,Dealer,Manual,Second Owner,15.4,1997.0,120.0,7.0,1000000
Audi,2018,15000,Diesel,Dealer,Automatic,First Owner,18.25,1968.0,187.74,5.0,2900000
Mahindra,2017,40000,Diesel,Dealer,Manual,First Owner,18.49,1493.0,100.0,7.0,725000
Maruti,2018,36000,Diesel,Dealer,Manual,First Owner,28.09,1248.0,88.5,5.0,975000
Maruti,2016,60000,Petrol,Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,355000
Honda,2008,120000,Petrol,Individual,Manual,First Owner,11.1,2354.0,158.8,5.0,400000
Maruti,2015,48000,Petrol,Dealer,Manual,First Owner,24.7,796.0,47.3,5.0,265000
Volkswagen,2018,40000,Diesel,Dealer,Manual,First Owner,20.14,1498.0,88.0,5.0,650000
Maruti,2017,60000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,720000
Hyundai,2016,25000,Petrol,Individual,Manual,First Owner,17.01,1591.0,121.3,5.0,850000
Maruti,2015,42000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,290000
Mercedes-Benz,2010,35000,Petrol,Individual,Automatic,Second Owner,10.93,2497.0,204.0,5.0,1200000
Mahindra,2016,90000,Diesel,Individual,Automatic,Second Owner,18.49,1493.0,100.0,7.0,600000
Maruti,2011,90000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,300000
Renault,2012,110000,Diesel,Individual,Manual,Second Owner,23.08,1461.0,63.12,5.0,225000
Maruti,2009,70000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,240000
Hyundai,2014,80000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0,700000
Maruti,2014,70000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5.0,470000
Hyundai,2016,80000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0,800000
Renault,2012,90000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,450000
Tata,2007,90000,Diesel,Individual,Manual,Third Owner,17.2,1396.0,53.5,5.0,90000
Toyota,2010,120000,Diesel,Individual,Manual,Second Owner,21.43,1364.0,87.2,5.0,450000
Toyota,2012,107500,Diesel,Individual,Manual,Second Owner,14.336931818181812,2371.2386363636365,106.5505681818182,7.0,400000
Toyota,2017,62000,Diesel,Dealer,Automatic,First Owner,11.36,2755.0,171.5,7.0,1465000
Hyundai,2016,79000,Diesel,Dealer,Manual,First Owner,19.67,1582.0,126.2,5.0,925000
Toyota,2016,60000,Diesel,Dealer,Manual,Second Owner,13.68,2393.0,147.8,7.0,1385000
Toyota,2015,20000,Diesel,Individual,Manual,First Owner,12.55,2982.0,168.5,7.0,2000000
Tata,2004,248200,Diesel,Individual,Manual,Second Owner,16.1,1405.0,70.0,5.0,80000
Mahindra,2007,110000,Diesel,Individual,Manual,Second Owner,10.5,2179.0,120.0,7.0,300000
Maruti,2009,100000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,360000
Hyundai,2010,70000,Diesel,Individual,Manual,Second Owner,16.2,1493.0,110.0,5.0,320000
Ambassador,1994,100000,Diesel,Individual,Manual,Second Owner,12.8,1995.0,52.0,5.0,99000
Maruti,2016,50000,Diesel,Individual,Manual,Second Owner,24.52,1248.0,88.5,7.0,780000
Maruti,2013,139000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,620000
Skoda,2006,120000,Petrol,Individual,Manual,Third Owner,13.1,1781.0,149.5,5.0,100000
Tata,2014,35000,Petrol,Individual,Manual,Second Owner,16.7,1172.0,64.1,5.0,210000
Mahindra,2015,80000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,375000
Renault,2019,7720,Petrol,Individual,Manual,First Owner,20.0,999.0,71.0,7.0,786000
Mahindra,2014,50000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,1000000
Maruti,2002,60000,Diesel,Individual,Manual,Second Owner,20.8,1527.0,58.0,5.0,120000
Mahindra,2016,100000,Diesel,Individual,Manual,First Owner,20.8,1461.0,64.1,5.0,750000
Hyundai,2016,57882,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,550000
Tata,2018,142000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,5.0,875000
Tata,2018,140000,Diesel,Individual,Manual,Third Owner,14.1,2179.0,147.94,5.0,890000
Maruti,2015,35000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0,700000
Mahindra,2015,30000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,550000
Datsun,2018,10000,Petrol,Individual,Manual,First Owner,19.83,1198.0,67.0,5.0,400000
Maruti,2015,30000,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,5.0,290000
Tata,2012,90000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0,150000
Maruti,2015,35000,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73.0,7.0,300000
Maruti,2009,25000,Petrol,Individual,Manual,First Owner,20.34820089955028,1032.0524737631185,66.88156950672662,5.0,220000
Maruti,2008,35008,Petrol,Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,221000
Datsun,2017,31100,Petrol,Dealer,Manual,First Owner,22.7,799.0,53.64,5.0,270000
Hyundai,2014,42312,Diesel,Dealer,Manual,First Owner,24.4,1120.0,71.0,5.0,455000
Toyota,2011,72000,Petrol,Dealer,Manual,First Owner,17.6,1496.0,88.7,5.0,300000
Toyota,2014,54891,Diesel,Dealer,Manual,First Owner,23.59,1364.0,67.04,5.0,480000
Hyundai,2018,30000,Diesel,Individual,Automatic,First Owner,22.0,1582.0,126.2,5.0,1000000
BMW,2017,44000,Diesel,Dealer,Automatic,First Owner,22.69,1995.0,190.0,5.0,2600000
Toyota,2017,18890,Diesel,Dealer,Automatic,First Owner,11.36,2755.0,171.5,7.0,1850000
Hyundai,2019,5000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,500000
Mahindra,2013,117000,Diesel,Dealer,Automatic,First Owner,11.18,2696.0,184.0,7.0,800000
Renault,2013,75010,Diesel,Dealer,Automatic,First Owner,13.73,1995.0,148.0,5.0,1000000
Tata,2013,50000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.8,5.0,250000
Renault,2012,100000,Diesel,Dealer,Manual,First Owner,23.08,1461.0,63.1,5.0,245000
Hyundai,2019,4337,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,5.0,625000
Volkswagen,2018,14495,Petrol,Dealer,Manual,First Owner,18.78,999.0,75.0,5.0,560000
Honda,2018,8576,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.7,5.0,680000
Maruti,2019,30000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,700000
Tata,2013,80000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,220000
Tata,2017,70000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,450000
Tata,2017,19723,Petrol,Dealer,Automatic,First Owner,20.3,1199.0,84.0,5.0,525000
Toyota,2009,242000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,7.0,650000
BMW,2018,22000,Diesel,Individual,Automatic,First Owner,17.09,2993.0,261.4,4.0,5500000
Maruti,2017,30000,Diesel,Dealer,Automatic,First Owner,28.4,1248.0,74.02,5.0,875000
Hyundai,2019,9000,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,5.0,785000
Honda,2017,30000,Petrol,Dealer,Manual,First Owner,17.5,1199.0,88.7,5.0,819999
BMW,2016,60000,Diesel,Dealer,Automatic,First Owner,21.76,1995.0,188.0,5.0,2950000
Toyota,2016,27000,Diesel,Dealer,Manual,First Owner,13.68,2393.0,147.51,7.0,1925000
Honda,2017,39000,Diesel,Dealer,Manual,First Owner,25.5,1498.0,98.6,5.0,885000
Ford,2015,64000,Petrol,Dealer,Automatic,First Owner,16.05,1499.0,110.4,5.0,680000
Ford,2017,42000,Diesel,Dealer,Manual,First Owner,23.0,1498.0,98.96,5.0,960000
Honda,2012,45000,Petrol,Dealer,Manual,First Owner,18.5,1198.0,86.8,5.0,385000
Tata,2019,15000,Diesel,Dealer,Manual,First Owner,17.0,1956.0,167.67,5.0,1650000
Mahindra,2018,55000,Diesel,Dealer,Manual,First Owner,18.49,1493.0,100.0,7.0,890000
Ford,2015,64000,Diesel,Dealer,Automatic,First Owner,11.4,2953.0,153.86,7.0,1275000
BMW,2018,27000,Diesel,Dealer,Automatic,First Owner,17.09,2993.0,261.4,4.0,6000000
Maruti,2019,15000,Petrol,Dealer,Automatic,First Owner,20.28,1462.0,103.25,5.0,1025000
Volkswagen,2016,69000,Petrol,Dealer,Automatic,First Owner,17.2,1197.0,103.6,5.0,675000
Maruti,2017,80000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5.0,700000
Ford,2016,60000,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,5.0,780000
Hyundai,2017,70000,Diesel,Dealer,Manual,First Owner,22.32,1582.0,126.32,5.0,1050000
Audi,2015,105000,Diesel,Dealer,Automatic,Second Owner,13.22,2967.0,241.4,5.0,2700000
Tata,2016,100000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,400000
Mahindra,2011,100000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,9.0,400000
Maruti,2009,90000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,85000
Tata,2018,35000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,1300000
Mahindra,2018,11500,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,819999
Mahindra,2015,40000,Diesel,Individual,Automatic,First Owner,18.49,1493.0,100.0,7.0,620000
Renault,2018,50000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,260000
Hyundai,2016,49900,Petrol,Dealer,Manual,First Owner,16.3,1797.0,147.5,5.0,805000
Hyundai,2015,55380,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,5.0,484999
Jaguar,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,2711000
Tata,2018,11000,Petrol,Dealer,Manual,First Owner,17.0,1198.0,108.5,5.0,811000
Honda,2015,50000,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.7,5.0,575000
Jeep,2018,80000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,1675000
Skoda,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,645000
Jaguar,2015,13500,Diesel,Dealer,Automatic,First Owner,14.74,2993.0,270.9,5.0,2500000
Mercedes-Benz,2018,18000,Petrol,Dealer,Automatic,First Owner,15.04,1991.0,183.0,5.0,2550000
Mercedes-Benz,2017,16000,Petrol,Dealer,Automatic,First Owner,14.74,1991.0,181.04,5.0,2700000
Volkswagen,2017,18816,Petrol,Dealer,Manual,First Owner,17.0,1198.0,73.75,5.0,650000
Toyota,2017,33019,Diesel,Dealer,Manual,First Owner,13.68,2393.0,147.8,7.0,1748999
Honda,2017,18000,Petrol,Dealer,Automatic,First Owner,15.6,1497.0,116.3,5.0,925000
Toyota,2019,9654,Petrol,Dealer,Automatic,First Owner,19.56,1197.0,81.8,5.0,894999
Maruti,2011,11000,Petrol,Dealer,Manual,First Owner,23.95,998.0,67.05,5.0,175000
Maruti,2012,24300,Petrol,Dealer,Manual,First Owner,21.21,1197.0,81.8,5.0,340000
Toyota,2016,42163,Diesel,Dealer,Automatic,Second Owner,11.36,2755.0,171.5,7.0,1525000
Maruti,2017,47747,Diesel,Dealer,Manual,First Owner,28.09,1248.0,88.5,5.0,810000
Tata,2018,8000,Diesel,Dealer,Automatic,First Owner,21.5,1497.0,108.5,5.0,1025000
BMW,2016,30000,Diesel,Dealer,Automatic,First Owner,22.69,1995.0,190.0,5.0,2150000
Toyota,2013,70000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.0,8.0,910000
Tata,2016,60000,Diesel,Individual,Manual,Second Owner,17.88,1405.0,48.21,5.0,300000
Maruti,2004,80000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5.0,120000
Hyundai,2015,45900,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,490000
Honda,2013,70000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,425000
Maruti,2011,40000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,155000
Mahindra,2013,90000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,8.0,490000
Maruti,2010,105000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,132000
Hyundai,2018,30000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.76,5.0,750000
Maruti,2011,20000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,225000
Hyundai,2011,80000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,240000
Maruti,2004,90000,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,5.0,33351
Chevrolet,2010,80000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5.0,80000
Maruti,2004,120000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,40000
Honda,2019,50000,Diesel,Individual,Manual,Second Owner,21.9,1498.0,98.6,7.0,1100000
Jaguar,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,2711000
Lexus,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,5150000
Jaguar,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,3200000
Tata,2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,503000
Volvo,2019,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,3800000
Toyota,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,2000000
Maruti,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,225000
Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,740000
Honda,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,550000
Toyota,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,750000
Maruti,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,650000
Toyota,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,625000
Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,600000
Hyundai,2017,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,450000
BMW,2019,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,5400000
BMW,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,5500000
Honda,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,779000
Skoda,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,645000
Volvo,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,2475000
Hyundai,2016,80000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5.0,380000
Tata,2011,120000,Diesel,Individual,Manual,Second Owner,11.57,2179.0,138.1,7.0,300000
Maruti,2014,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,240000
Maruti,2011,70000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,325000
Mahindra,2016,130000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6.0,400000
Renault,2017,50000,Diesel,Individual,Manual,First Owner,21.04,1461.0,83.8,8.0,800000
Ford,2018,80000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,950000
Maruti,2013,120000,Diesel,Individual,Manual,Fourth & Above Owner,22.9,1248.0,74.0,5.0,300000
Maruti,2020,5000,Petrol,Individual,Manual,First Owner,22.05,796.0,47.3,5.0,350000
Mahindra,2017,59000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,5.0,530000
Chevrolet,2013,100000,Diesel,Individual,Manual,Third Owner,18.2,1248.0,73.8,7.0,350000
Hyundai,2008,50000,Petrol,Individual,Automatic,First Owner,11.0,2359.0,165.0,5.0,168000
Renault,2016,45000,Petrol,Individual,Manual,Second Owner,25.17,799.0,53.3,5.0,240000
Maruti,2010,80000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248.0,73.9,5.0,220000
Maruti,2008,80000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1061.0,67.0,5.0,110000
Maruti,2016,100000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,850000
Maruti,2014,110000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,545000
Toyota,2018,24000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,8.0,2064000
Maruti,2018,25000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,950000
Hyundai,2013,68697,Petrol,Individual,Manual,Third Owner,21.1,814.0,55.2,5.0,200000
Maruti,2017,30000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,660000
Honda,2013,40000,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,5.0,420000
Tata,2010,29000,Petrol,Individual,Manual,First Owner,16.5,1172.0,65.0,5.0,150000
Chevrolet,2013,68000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.6,5.0,175000
Honda,2018,15000,Petrol,Individual,Automatic,First Owner,18.1,1199.0,88.7,5.0,750000
Maruti,2014,70000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0,425000
Toyota,2015,126000,Diesel,Individual,Manual,Third Owner,21.43,1364.0,87.2,5.0,790000
Toyota,2011,300000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,7.0,830000
Honda,2015,94000,Diesel,Individual,Manual,Second Owner,24.5,1498.0,98.6,7.0,650000
Toyota,2015,129000,Diesel,Individual,Manual,Third Owner,21.43,1364.0,87.2,5.0,780000
Hyundai,2010,55000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,180000
Ford,2019,40000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,869999
Tata,2011,50000,Diesel,Individual,Manual,First Owner,21.12,1248.0,88.8,5.0,275000
Hyundai,2017,25000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,630000
Toyota,2008,60000,Petrol,Individual,Manual,Second Owner,13.4,1794.0,125.0,5.0,150000
Maruti,2016,25000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,315000
Tata,2011,70000,Diesel,Individual,Manual,Second Owner,23.57,1396.0,70.0,5.0,189000
Maruti,2014,120000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,580000
Fiat,2009,153000,Diesel,Individual,Manual,Second Owner,20.385714285714283,1248.0,86.90285714285714,5.0,150000
Maruti,2018,35000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,825000
Tata,2016,60000,Diesel,Individual,Manual,Second Owner,14.1,2179.0,148.0,7.0,650000
Honda,2004,62000,Petrol,Individual,Manual,Second Owner,13.0,1343.0,90.0,5.0,50000
Skoda,2011,120000,Petrol,Individual,Manual,Second Owner,16.25,1198.0,73.9,5.0,200000
Tata,2013,120000,Diesel,Individual,Manual,Third Owner,15.42,1405.0,70.0,7.0,135000
Hyundai,2017,80000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,680000
Hyundai,2017,80000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,670000
BMW,2010,60000,Diesel,Individual,Automatic,First Owner,16.73,1995.0,218.0,5.0,1000000
Maruti,2010,80000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0,240000
Force,2014,147279,Diesel,Individual,Manual,Second Owner,17.0,2200.0,139.01,7.0,555000
Skoda,2013,98000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0,455000
Maruti,2018,25000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,750000
Maruti,2016,90000,Diesel,Individual,Automatic,First Owner,26.59,1248.0,74.0,5.0,700000
Tata,2016,22000,Petrol,Individual,Automatic,First Owner,21.9,624.0,37.48,4.0,220000
Tata,2014,120000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0,160000
Chevrolet,2013,100000,Diesel,Individual,Manual,Second Owner,22.1,1248.0,76.9,5.0,225000
Tata,2008,120000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5.0,140000
Maruti,2014,70000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,600000
Mahindra,2015,24700,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,1000000
Chevrolet,2008,100000,Petrol,Individual,Manual,Third Owner,18.0,995.0,62.0,5.0,65000
Maruti,2019,10000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0,500000
Mahindra,2017,88754,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140.0,7.0,1100000
Ford,2011,53287,Petrol,Dealer,Manual,First Owner,17.737499999999997,1283.5,106.19624999999999,5.0,325000
Mahindra,2017,43526,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140.0,7.0,1150000
Skoda,2012,55885,Petrol,Dealer,Manual,First Owner,16.25,1198.0,75.0,5.0,320000
Ford,2019,16034,Diesel,Dealer,Manual,First Owner,21.7,1498.0,98.96,5.0,950000
Ford,2012,156040,Diesel,Dealer,Manual,First Owner,20.0,1399.0,68.0,5.0,250000
Ford,2004,93415,Diesel,Dealer,Manual,First Owner,13.1,2499.0,141.0,7.0,400000
BMW,2008,122000,Diesel,Individual,Automatic,Second Owner,18.48,1995.0,177.0,5.0,1100000
Maruti,2017,20000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,600000
Maruti,2017,46000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,509999
Skoda,2016,50000,Petrol,Individual,Manual,Third Owner,15.41,1598.0,103.2,5.0,395000
Maruti,2018,5000,Petrol,Individual,Manual,First Owner,21.79,998.0,67.05,5.0,469000
Maruti,2017,42000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,250000
Chevrolet,2011,68519,Petrol,Dealer,Manual,First Owner,16.2,995.0,62.1,5.0,130000
Ford,2019,30000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,906000
